WWI_ID,MSNDATE,OPERATION,COUNTRY,SERVICE,UNIT,MDS,MISSIONNUM,DEPARTURE,TAKEOFFTIME,NUMBEROFPLANESATTACKING,CALLSIGN,WEAPONSEXPENDED,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,BDA,ENEMYACTION,ROUTEDETAILS,ISRCOLLECTED,FRIENDLYCASUALTIES,FRIENDLYCASUALTIES_VERBOSE,WEATHER,ALTITUDE,O
293,1918/08/25,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",22,DAY,"1918/08/25 15:00:00",14,,12,"155 MM DEMOLITION",1320,660,49.446067,5.608248,LONGUYON,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"VISIBILITY WAS GOOD. 26 20-KILO AND 12 50-KILO BOMBS WERE DROPPED.  BOMBS HIT SHORT OF OBJECTIVE AND STRUCK NORTHEAST OF RAILROAD YARDS.","ANTI-AIRCRAFT ACCURATE AT LONGUYEN.","ITINERARY VIA VERDUN","TWO EXPOSURES OVER OBJECTIVE, SUCCESSFUL",,"#8 HAD FORCED LANDING AT NEUFCHATEAU, #14 WAS HIT BY ANTIAIRCRAFT  JUST BEFORE REACHING OBJECTIVE AND FORCED TO RETURN, #18 TOOK HIS POSITION IN FORMATION","WEATHER FAIR, VISIBILITY GOOD",13650,OTAG
294,1918/08/25,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",22,DAY,"1918/08/25 15:00:00",14,,26,"115 MM",1144,572,49.446067,5.608248,LONGUYON,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"VISIBILITY WAS GOOD. 26 20-KILO AND 12 50-KILO BOMBS WERE DROPPED.  BOMBS HIT SHORT OF OBJECTIVE AND STRUCK NORTHEAST OF RAILROAD YARDS.","ANTI-AIRCRAFT ACCURATE AT LONGUYEN.","ITINERARY VIA VERDUN","TWO EXPOSURES OVER OBJECTIVE, SUCCESSFUL",,"#8 HAD FORCED LANDING AT NEUFCHATEAU, #14 WAS HIT BY ANTIAIRCRAFT  JUST BEFORE REACHING OBJECTIVE AND FORCED TO RETURN, #18 TOOK HIS POSITION IN FORMATION","WEATHER FAIR, VISIBILITY GOOD",13650,OTAG
295,1918/08/25,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,36,,,,2022,224.6666667,48.924444,6.6363888,"MORHANGE, LUXEMBOURG",FRANCE,"AERODROME, RAIL & TRIANQLE",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
296,1918/08/25,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,36,,,,2110,234.4444444,49.233333,7,SAARBRUCKEN,GERMANY,"RAILWAYS & FACTORIES",AZELOT,48.5941522,6.2420764,,,,,1,,,10000,OTAG
297,1918/08/25,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,5,,,,2730,227.5,49.5177146,6.1043747,BETTEMBOURG,LUXEMBOURG,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
298,1918/08/25,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,4,,,,2506,227.8181818,48.45,7.916667,ORENBURG,GERMANY,"RAILWAY STN & BARRACKS",AZELOT,48.5941522,6.2420764,,,,,1,,,10000,OTAG
299,1918/08/25,,UK,RAF,"NO. 97 SQDN","HADLEY PAGE O/400",,NIGHT,,23,,,,2542,847.3333333,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,6500,OTAG
300,1918/08/25,,UK,RAF,"NO. 215 SQDN","HADLEY PAGE O/400",,NIGHT,,31,,,,10335,2067,49.488333,8.464722,"MANNHEIM, BOULAY",GERMANY,"BASF, AERODROME",XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,10000,OTAG
301,1918/08/27,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,3,,,,2240,224,49.1641817,5.872321129,CONFLANS,FRANCE,"RAILWAY SIDINQS",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
302,1918/08/27,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1362,227,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
303,1918/08/30,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",23,NIGHT,"1918/08/30 05:15:00",36,,16,"155 MM DEMOLITION",1760,195.5555556,49.159182,5.871589,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"VISIBILITY WAS POOR.  32 20-KILO AND 16 50-KILO BOMBS WERE DROPPED.  BOMBS FELL SHORT TOWARDS SOUTH OF YARDS.","ANTI-AIRCRAFT ACTIVE AND  ACCURATE AT CONFLANS.  #15 WAS HIT BY SHRAPNEL, BADLY DAMAGNEING MOTOR, AND HAD FORCED LANDING AT COLAMBEY-LES-BELLES.  ACTIVITY OF A.A. WAS SLIGHT THRUOUT REST OF COURSE.","ITINERARY VIA ST. DIZIER, BAR-LE-DUC, FRESNES, CONFLANS, CHAMBLEY, REGUIEVILLE, AMANTY","FLASHES SIMILAR TO HELIOGRAPH SIGNALS WERE NOTICED AT CONFLANS-JARNEY.  THREE PHOTOGRAPHS SUCCESSFUL OVER CONFLANS",0,,"WEATHER FAIR, VISIBILITY POOR",13000,OTAG
304,1918/08/30,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",23,NIGHT,"1918/08/30 05:15:00",36,,32,"115 MM",1408,156.4444444,49.159182,5.871589,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"VISIBILITY WAS POOR.  32 20-KILO AND 16 50-KILO BOMBS WERE DROPPED.  BOMBS FELL SHORT TOWARDS SOUTH OF YARDS.","ANTI-AIRCRAFT ACTIVE AND  ACCURATE AT CONFLANS.  #15 WAS HIT BY SHRAPNEL, BADLY DAMAGNEING MOTOR, AND HAD FORCED LANDING AT COLAMBEY-LES-BELLES.  ACTIVITY OF A.A. WAS SLIGHT THRUOUT REST OF COURSE.","ITINERARY VIA ST. DIZIER, BAR-LE-DUC, FRESNES, CONFLANS, CHAMBLEY, REGUIEVILLE, AMANTY","FLASHES SIMILAR TO HELIOGRAPH SIGNALS WERE NOTICED AT CONFLANS-JARNEY.  THREE PHOTOGRAPHS SUCCESSFUL OVER CONFLANS",0,,"WEATHER FAIR, VISIBILITY POOR",13000,OTAG
305,1918/08/30,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",24,DAY,"1918/08/30 11:35:00",34,,48,"115 MM",2112,301.7142857,49.286222,5.699383,DOMMARY-BARONCOURT,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"VISIBILITY WAS POOR.  48 20-KILO AND 4 50-KILO BOMBS WERE DROPPED.  7 PLANES REACHED SECONDARY OBJECTIVE - LONGOYON NOT REACHED BECAUSE OF HIGH WIND, DOMMARY-BARONCOURT ATTACKED INSTEAD.  ALL BURSTS AT NORTHERN END OF YARDS, CUTTING TRACKS AT NECK, AND 8","ANTI-AIRCRAFT ACTIVE AND FAIRLY ACCURATE AT DOMMERY-BARONCOURT.","ITINERARY VIA VERDUN","THREE EXPOSURES (SUCCESSFUL) OVER DOMMARY-BARONCOURT",0,,"VISIBILITY POOR",13650,OTAG
306,1918/08/30,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",24,DAY,"1918/08/30 11:35:00",34,,4,"155 MM DEMOLITION",440,62.85714286,49.286222,5.699383,DOMMARY-BARONCOURT,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"VISIBILITY WAS POOR.  48 20-KILO AND 4 50-KILO BOMBS WERE DROPPED.  7 PLANES REACHED SECONDARY OBJECTIVE - LONGOYON NOT REACHED BECAUSE OF HIGH WIND, DOMMARY-BARONCOURT ATTACKED INSTEAD.  ALL BURSTS AT NORTHERN END OF YARDS, CUTTING TRACKS AT NECK, AND 8","ANTI-AIRCRAFT ACTIVE AND FAIRLY ACCURATE AT DOMMERY-BARONCOURT.","ITINERARY VIA VERDUN","THREE EXPOSURES (SUCCESSFUL) OVER DOMMARY-BARONCOURT",0,,"VISIBILITY POOR",13650,OTAG
307,1918/08/30,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",25,DAY,"1918/08/30 17:00:00",33,,40,"115 MM",1760,293.3333333,49.167058,5.867188,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"VISIBILITY FAIR.  40 20-KILO AND 2 50-KILO BOMBS WERE DROPPED, ALL BOMBS HIT WELL ON TRACKS, CUTTING A TRAIL THROUGH CENTRAL PORTION OF YARDS AND 6 BURSTS SEEN AMONG BUILDINGS NEAR STATION.","ANTI-AIRCRAFT ACTIVE AND FAIRLY ACCURATE.  THREE ENEMY AIRCRAFT FOLLOWED FORMATION THRUOUT ENTIRE COURSE BEHIND LINES WITHOUT ATTACKING.  TWO BALLOONS IN ASCENSION, ONE AT 3427-2733, THE OTHER AT 3618-2423..","ITINERARY INCLUDED CONDRESCOURT, BARLE-CUE, VERDUN, CONFLANS, THIACOURT, AMANTY",NONE,0,,"VISIBILITY POOR",13650,OTAG
308,1918/08/30,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",25,DAY,"1918/08/30 17:00:00",33,,2,"155 MM DEMOLITION",220,36.66666667,49.167058,5.867188,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"VISIBILITY FAIR.  40 20-KILO AND 2 50-KILO BOMBS WERE DROPPED, ALL BOMBS HIT WELL ON TRACKS, CUTTING A TRAIL THROUGH CENTRAL PORTION OF YARDS AND 6 BURSTS SEEN AMONG BUILDINGS NEAR STATION.","ANTI-AIRCRAFT ACTIVE AND FAIRLY ACCURATE.  THREE ENEMY AIRCRAFT FOLLOWED FORMATION THRUOUT ENTIRE COURSE BEHIND LINES WITHOUT ATTACKING.  TWO BALLOONS IN ASCENSION, ONE AT 3427-2733, THE OTHER AT 3618-2423..","ITINERARY INCLUDED CONDRESCOURT, BARLE-CUE, VERDUN, CONFLANS, THIACOURT, AMANTY",NONE,0,,"VISIBILITY POOR",13650,OTAG
309,1918/08/30,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,4,,,,2464,224,49.16768,5.848631,"CONFLANS, THIONVILLE",FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,4,,,10000,OTAG
310,1918/08/30,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,4,,,,2440,221.8181818,49.16768,5.848631,"CONFLANS, DONCOURT",FRANCE,"RAILWAYS, AERODROME",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
311,1918/08/30,,UK,RAF,"NO. 97 SQDN","HADLEY PAGE O/400",,NIGHT,,23,,,,4220,1406.666667,48.152448,2.202988,"BOULAY, MORHANGE",FRANCE,AERODROMES,XAFF_VILLERS,48.41122886,6.5995216,,,,,1,,,6500,OTAG
312,1918/08/30,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,31,,,,4072,814.4,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,6500,OTAG
313,1918/08/30,,UK,RAF,"NO. 215 SQDN","HADLEY PAGE O/400",,NIGHT,,33,,,,12352,2058.666667,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,10000,OTAG
314,1918/08/30,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/400",,NIGHT,,2,,,,1568,1568,48.152448,2.202988,BOULAY,FRANCE,AERODROME,AUTREVILLE,49.58890345,3.228178024,,,,,0,,,10000,OTAG
315,1918/09/02,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",26,DAY,"1918/09/02 09:35:00",33,,10,"155 MM DEMOLITION",1100,183.3333333,49.367587,5.895311,AUDEN-LE-ROMAN,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"BOMBS FELL SHORT, LANDING IN A FIELD NORTHEAST OF OBJECTIVE","ANTI-AIRCRAFT ACTIVE BUT INACCURATE THRUOUT COURSE.  FOUR PLANES (TYPE UNIDENTIFIED) FOLLOWED FORMATION FROM CONFLANS TO LINES FIRING OCCASIONAL BURSTS AT OUR FORMATION.  AT LEAST ONE HAD YELLOW TAIL.  TWO ENEMY BALLOONS ON GROUND AT 3410-2713, AND ON IN","ROMAN, CONFLANS, VIGNEULLES, AMANTY","TEN EXPOSURES WERE MADE OVER OBJECTIVE AND VICINITY; 5 SUCCESSFUL",0,,GOOD,13650,OTAG
316,1918/09/02,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",26,DAY,"1918/09/02 09:35:00",33,,22,"115 MM",968,161.3333333,49.367587,5.895311,AUDEN-LE-ROMAN,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"BOMBS FELL SHORT, LANDING IN A FIELD NORTHEAST OF OBJECTIVE","ANTI-AIRCRAFT ACTIVE BUT INACCURATE THRUOUT COURSE.  FOUR PLANES (TYPE UNIDENTIFIED) FOLLOWED FORMATION FROM CONFLANS TO LINES FIRING OCCASIONAL BURSTS AT OUR FORMATION.  AT LEAST ONE HAD YELLOW TAIL.  TWO ENEMY BALLOONS ON GROUND AT 3410-2713, AND ON IN","ROMAN, CONFLANS, VIGNEULLES, AMANTY","TEN EXPOSURES WERE MADE OVER OBJECTIVE AND VICINITY; 5 SUCCESSFUL",0,,GOOD,13650,OTAG
317,1918/09/02,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",27,DAY,"1918/09/02 14:40:00",34,,28,"115 MM",1232,176,49.442119,5.610081,LONGUYON,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"BOMBS FELL SHORT OF OBJECTIVE AND LANDED EAST OF THE RAILROAD YARDS.  HEAVY WIND DRIFT HAD TENDENCY TO CARRY PLANES OFF THE OBJECTIVE TOWARDS THE EAST","ANTI-AIRCRAFT FIRE WAS LIGHT AND INACCURATE THRUOUT COURSE.  FOUR ENEMY PLANES (THOUGHT TO BE PFALZ SCOUTS) ATTACKED FORMATIONSOUTHEAST OF LONGUYEN AND GAVE RUNNING FIGHT TO LINES.  WERE PAINTED BROWN WITH WHITE TAILS.","ITINERARY VIA VERDUN","3 EXPOSURES OVER OBJECTIVE",0,,POOR,13000,OTAG
318,1918/09/02,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",27,DAY,"1918/09/02 14:40:00",34,,10,"155 MM DEMOLITION",1100,157.1428571,49.442119,5.610081,LONGUYON,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"BOMBS FELL SHORT OF OBJECTIVE AND LANDED EAST OF THE RAILROAD YARDS.  HEAVY WIND DRIFT HAD TENDENCY TO CARRY PLANES OFF THE OBJECTIVE TOWARDS THE EAST","ANTI-AIRCRAFT FIRE WAS LIGHT AND INACCURATE THRUOUT COURSE.  FOUR ENEMY PLANES (THOUGHT TO BE PFALZ SCOUTS) ATTACKED FORMATIONSOUTHEAST OF LONGUYEN AND GAVE RUNNING FIGHT TO LINES.  WERE PAINTED BROWN WITH WHITE TAILS.","ITINERARY VIA VERDUN","3 EXPOSURES OVER OBJECTIVE",0,,POOR,13000,OTAG
319,1918/09/02,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,15,,,,4380,219,48.915636,8.007115,"BUHL (0930 & 1520)",FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
320,1918/09/02,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,20,,,,5222,227.0434783,48.915636,8.007115,"BUHL (0900 & 1530)",FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
321,1918/09/02,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,18,,,,4328,206.0952381,48.915636,8.007115,"BUHL (0925 & 1540)",FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
322,1918/09/02,,UK,RAF,"NO. 97 SQDN","HADLEY PAGE O/400",,NIGHT,,31,,,,5654,1130.8,48.915636,8.007115,BUHL,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,10000,OTAG
323,1918/09/02,,UK,RAF,"NO. 100 SQDN","HADLEY PAGE O/400",,NIGHT,,14,,,,3024,1512,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,8700,OTAG
324,1918/09/02,,UK,RAF,"NO. 215 SQDN","HADLEY PAGE O/400",,NIGHT,,36,,,,19528,2169.777778,48.915636,8.007115,"BUHL, EHRANG",FRANCE,"AERODROME, RAIL JTN",XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,10000,OTAG
325,1918/09/02,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/400",,NIGHT,,35,,,,12137,1517.125,49.233333,7,"SAARBRUCKEN, BOULAY",GERMANY,"BURBACH WKS, RAIL STN, AERO",AUTREVILLE,49.58890345,3.228178024,,,,,0,,,10000,OTAG
326,1918/09/03,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",28,NIGHT,"1918/09/03 05:40:00",33,,14,"155 MM DEMOLITION",1540,256.6666667,49.441015,5.607775,LONGUYON,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"AT LONGUYEN: - 7 BURSTS ON EASTERN END OF YARDS ON TRACKS LEADING TO DOMMARY-BARONCOURT; 2 BURSTS ON LOCOMOTIVE REPAIR SHOP, AND 2 BURSTS OBSERVED ON BUILDINGS NORTHEAST OF REPAIR SHOP.  AT DOMMARY-BARONCOURT: - 4 BURSTS OBSERVED ON SOUTHERN NECK OF YARDS","#7 DEVELOPED MOTOR TROUBLE NEAR DROMMARY-BARONCOURT ANDRETURNED TO HOME AERODROME AFTER RELEASING BOMBS ON RAILROAD YARDS AT DROMMARY-BARONCOURT.  ANTI-AIRCRAFT ACTIVE AND ACCURATE AT ETAIN AND LONGUYEN.  ONE BIPLANE MACHINE SEEN WEST OF DROMMARY-BARONCOU","ITINERARY VIA VERDUN","PHOTOGRAPHS UNSUCCESSFUL",0,,POOR,13650,OTAG
327,1918/09/03,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",28,NIGHT,"1918/09/03 05:40:00",33,,30,"115 MM",1320,220,49.441015,5.607775,LONGUYON,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"AT LONGUYEN: - 7 BURSTS ON EASTERN END OF YARDS ON TRACKS LEADING TO DOMMARY-BARONCOURT; 2 BURSTS ON LOCOMOTIVE REPAIR SHOP, AND 2 BURSTS OBSERVED ON BUILDINGS NORTHEAST OF REPAIR SHOP.  AT DOMMARY-BARONCOURT: - 4 BURSTS OBSERVED ON SOUTHERN NECK OF YARDS","#7 DEVELOPED MOTOR TROUBLE NEAR DROMMARY-BARONCOURT ANDRETURNED TO HOME AERODROME AFTER RELEASING BOMBS ON RAILROAD YARDS AT DROMMARY-BARONCOURT.  ANTI-AIRCRAFT ACTIVE AND ACCURATE AT ETAIN AND LONGUYEN.  ONE BIPLANE MACHINE SEEN WEST OF DROMMARY-BARONCOU","ITINERARY VIA VERDUN","PHOTOGRAPHS UNSUCCESSFUL",0,,POOR,13650,OTAG
328,1918/09/03,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",29,DAY,"1918/09/03 17:10:00",33,,12,"155 MM DEMOLITION",1320,220,49.162052,5.887923,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"ALL BOMBS WELL BUNCHED ABOUT JUNCTIONOF CONFLANS - BRIEY R.R. AND CONFLANS - WETZ R.R.  BRIDGE ON CONFLANS - BRIEY R.R. DESTROYED.  ONE EXPLOSION AND FIRE IN BUILDING NORTH OF JUNCTION.","ANTI-AIRCRAFT HEAVY AND ACCURATE AT CONFLANS.  5 ENEMY SCOUT PAINTED GREEN AND BROWN WITH YELLOW TAILS, (THOUGHT TO BE PFALZ) PERSISTENTLY ATTACKED FROM FRIAUVILLE TO FLIREY.  ONE FELL IN FLAMES LANDING BETWEEN HANNONVILLE AND LABOUVILLE; SHOT DOWN BY LT.","ITINERARY VIA VERDUN","NO PHOTOGRAPHS TAKEN",0,,FAIR,13650,OTAG
329,1918/09/03,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",29,DAY,"1918/09/03 17:10:00",33,,22,"115 MM",968,161.3333333,49.162052,5.887923,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"ALL BOMBS WELL BUNCHED ABOUT JUNCTIONOF CONFLANS - BRIEY R.R. AND CONFLANS - WETZ R.R.  BRIDGE ON CONFLANS - BRIEY R.R. DESTROYED.  ONE EXPLOSION AND FIRE IN BUILDING NORTH OF JUNCTION.","ANTI-AIRCRAFT HEAVY AND ACCURATE AT CONFLANS.  5 ENEMY SCOUT PAINTED GREEN AND BROWN WITH YELLOW TAILS, (THOUGHT TO BE PFALZ) PERSISTENTLY ATTACKED FROM FRIAUVILLE TO FLIREY.  ONE FELL IN FLAMES LANDING BETWEEN HANNONVILLE AND LABOUVILLE; SHOT DOWN BY LT.","ITINERARY VIA VERDUN","NO PHOTOGRAPHS TAKEN",0,,FAIR,13650,OTAG
330,1918/09/03,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,4,,,,2496,226.9090909,48.924444,6.6363888,MORHANQE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
331,1918/09/03,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,5,,,,2436,203,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
332,1918/09/03,,UK,RAF,"NO. 97 SQDN","HADLEY PAGE O/400",,NIGHT,,28,,,,5573,1393.25,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,10000,OTAG
333,1918/09/03,,UK,RAF,"NO. 100 SQDN","HADLEY PAGE O/400",,NIGHT,,23,,,,4704,1568,48.924444,6.6363888,MORHANQE,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,6500,OTAG
334,1918/09/03,,UK,RAF,"NO. 215 SQDN","HADLEY PAGE O/400",,NIGHT,,14,,,,4084,2042,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,10000,OTAG
335,1918/09/03,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/400",,NIGHT,,34,,,,10956,1565.142857,48.924444,6.6363888,"MORHANGE, BOULAY",FRANCE,"AERODROMES, BLAST FURNACES",AUTREVILLE,49.58890345,3.228178024,,,,,0,,,10000,OTAG
336,1918/09/04,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",30,DAY,"1918/09/04 10:50:00",35,,34,"115 MM",1496,187,49.168628,5.883966,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"FIRST OBJECTIVE, (DROMMARY-BARONCOURT) NOT ATTACKED ON ACCOUNT OF WIND.  VISIBILITY FAIR.  BOMBS FELL SHORT, LANDING NORTH OF OBJECTIVE.","ANTI-AIRCRAFT ACTIVE AND ACCURATE AT ETAIN AND CONFLANS.  TEN ENEMY SCOUT PLANES ATTACKED FROM FRIAUVILLE TO LAMERVILLE, ONE SHOT DOWN AND CRASHED IN THE VICINITY OF PAREID TO LABEUVILLE.  ATTACK WAS WELL ORGANIZED AND PERSISTENT.MACHINES APPEARED TO BE P","GONDRECOURT, BAR-LE-DUC,  VERDUN, CONFLANS, FRESNES, AMANTY",NONE,,"IN TODAYS RAID ONE PILOT, LT 1ST A.H. ALEXANDER, THREE OBSERVERS, 1ST LT. D.D. WARNER, 2ND LT. J.E. MCLENNON, 2ND LT. A.N. HEXTER, WERE INJURED BY ENEMY MACHINE GUN FIRE.",FAIR,13780,OTAG
337,1918/09/04,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",30,DAY,"1918/09/04 10:50:00",35,,12,"155 MM DEMOLITION",1320,165,49.168628,5.883966,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"FIRST OBJECTIVE, (DROMMARY-BARONCOURT) NOT ATTACKED ON ACCOUNT OF WIND.  VISIBILITY FAIR.  BOMBS FELL SHORT, LANDING NORTH OF OBJECTIVE.","ANTI-AIRCRAFT ACTIVE AND ACCURATE AT ETAIN AND CONFLANS.  TEN ENEMY SCOUT PLANES ATTACKED FROM FRIAUVILLE TO LAMERVILLE, ONE SHOT DOWN AND CRASHED IN THE VICINITY OF PAREID TO LABEUVILLE.  ATTACK WAS WELL ORGANIZED AND PERSISTENT.MACHINES APPEARED TO BE P","GONDRECOURT, BAR-LE-DUC,  VERDUN, CONFLANS, FRESNES, AMANTY",NONE,,"IN TODAYS RAID ONE PILOT, LT 1ST A.H. ALEXANDER, THREE OBSERVERS, 1ST LT. D.D. WARNER, 2ND LT. J.E. MCLENNON, 2ND LT. A.N. HEXTER, WERE INJURED BY ENEMY MACHINE GUN FIRE.",FAIR,13780,OTAG
338,1918/09/04,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,36,,,,2022,224.6666667,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
339,1918/09/04,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,3,,,,2246,224.6,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
340,1918/09/04,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,6,,,,2960,227.6923077,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
341,1918/09/06,,UK,RAF,"NO. 100 SQDN","HADLEY PAGE O/400",,NIGHT,,2,,,,1456,1456,48.668822,6.994674,LORQUIN,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,8700,OTAG
342,1918/09/06,,UK,RAF,"NO. 215 SQDN","HADLEY PAGE O/400",,NIGHT,,2,,,,2042,2042,,,LELLINGEN,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,9999,OTAG
343,1918/09/06,,UK,RAF,"NO. 97 SQDN","HADLEY PAGE O/400",,NIGHT,,14,,,,3136,1568,48.668822,6.994674,LORQUIN,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,6500,OTAG
344,1918/09/07,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,33,,,,1362,227,49.815713,6.695214,EHRANG,GERMANY,"RAIL JTN",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
