dummy,O
,
unit:,O-naf
5,I-naf
af,I-naf
bl:,O-tons_of_he
3.0,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
kairiru,I-tgt_location
nan,O-tgt_industry
date,O-msndate
1944-12-09,I-msndate
desig:,O-mds
b25,I-mds
dummy,O
,
5,O-naf
af,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
but,I-tgt_location
nan,O-tgt_industry
b24,O-mds
dummy,O
,
5,O-naf
af,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
tloc:,O-tgt_location
wewak,I-tgt_location
nan,O-tgt_industry
dt:,O-msndate
dummy,O
,
at,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
larat,I-tgt_location
nan,O-tgt_industry
on,O-msndate
1944-12-27,I-msndate
desig:,O-mds
b24,I-mds
dummy,O
,
dept:,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
nan,I-tgt_industry
dt:,O-msndate
b29,O-mds
dummy,O
,
unit:,O-naf
7,I-naf
af,I-naf
3.0kg,O-tons_of_he
dropped,I-tons_of_he
dt:,O-msndate
desig:,O-mds
b24,I-mds
dummy,O
,
payload:,O-tons_of_he
4.0kg,I-tons_of_he
dept:,O-takeoff_base
ponte,I-takeoff_base
olivo,I-takeoff_base
airfield,I-takeoff_base
nan,O-tgt_industry
date,O-msndate
1943-08-17,I-msndate
desig:,O-mds
a36,I-mds
dummy,O
,
payload:,O-tons_of_he
3.0kg,I-tons_of_he
tloc:,O-tgt_location
la,I-tgt_location
spezia,I-tgt_location
type:,O-tgt_industry
nan,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
desig:,O-mds
a36,I-mds
dummy,O
,
payload:,O-tons_of_he
3.0kg,I-tons_of_he
ponte,O-takeoff_base
olivo,I-takeoff_base
airfield,I-takeoff_base
to,O-tgt_location
lamezia,I-tgt_location
nan,O-tgt_industry
a36,O-mds
dummy,O
,
5.0kg,O-tons_of_he
dropped,I-tons_of_he
nan,O-takeoff_base
to,O-tgt_location
bonis,I-tgt_location
nan,O-tgt_industry
desig:,O-mds
b24,I-mds
dummy,O
,
1.0kg,O-tons_of_he
dropped,I-tons_of_he
during,O-takeoff_base
nan,O-tgt_industry
on,O-msndate
1944-02-10,I-msndate
b25,O-mds
dummy,O
,
unit:,O-naf
13,I-naf
af,I-naf
2.0kg,O-tons_of_he
dropped,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
woleai,I-tgt_location
island,I-tgt_location
type:,O-tgt_industry
nan,I-tgt_industry
desig:,O-mds
b24,I-mds
dummy,O
,
payload:,O-tons_of_he
1.0kg,I-tons_of_he
nan,O-takeoff_base
tloc:,O-tgt_location
lungling,I-tgt_location
type:,O-tgt_industry
nan,I-tgt_industry
desig:,O-mds
b25,I-mds
dummy,O
,
cities,O-tgt_industry
towns,I-tgt_industry
and,I-tgt_industry
urban,I-tgt_industry
areas,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
desig:,O-mds
lgt,I-mds
dummy,O
,
raf,O-naf
payload:,O-tons_of_he
6.0kg,I-tons_of_he
tloc:,O-tgt_location
berlin,I-tgt_location
cities,O-tgt_industry
towns,I-tgt_industry
and,I-tgt_industry
urban,I-tgt_industry
areas,I-tgt_industry
dt:,O-msndate
dummy,O
,
nan,O-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
to,O-tgt_location
marseilles,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
b17,O-mds
dummy,O
,
unit:,O-naf
nan,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
marseilles,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
b17,O-mds
dummy,O
,
unit:,O-naf
nan,I-naf
nan,O-takeoff_base
to,O-tgt_location
marseilles,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
b17,O-mds
dummy,O
,
payload:,O-tons_of_he
nankg,I-tons_of_he
nan,O-takeoff_base
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dummy,O
,
unit:,O-naf
nan,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
during,O-takeoff_base
target,O-tgt_location
marseilles,I-tgt_location
date,O-msndate
1943-08-17,I-msndate
dummy,O
,
unit,O-naf
nan,I-naf
nankg,O-tons_of_he
dropped,I-tons_of_he
during,O-takeoff_base
tloc:,O-tgt_location
marseilles,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
at,O-takeoff_base
nan,I-takeoff_base
to,O-tgt_location
marseilles,I-tgt_location
date,O-msndate
1943-08-17,I-msndate
b17,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
trgt,O-tgt_location
marseilles,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
dummy,O
,
unit,O-naf
nan,I-naf
bl:,O-tons_of_he
nan,I-tons_of_he
nan,O-takeoff_base
trgt,O-tgt_location
marseilles,I-tgt_location
b17,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
tloc:,O-tgt_location
marseilles,I-tgt_location
dt:,O-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
nankg,O-tons_of_he
dropped,I-tons_of_he
nan,O-takeoff_base
trgt,O-tgt_location
marseilles,I-tgt_location
on,O-msndate
1943-08-17,I-msndate
b17,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
trgt,O-tgt_location
marseilles,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
during,O-takeoff_base
target,O-tgt_location
marseilles,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
bl:,O-tons_of_he
nan,I-tons_of_he
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
dept:,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
marseilles,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
b17,O-mds
dummy,O
,
bl:,O-tons_of_he
nan,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
marseilles,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1943-08-17,I-msndate
dummy,O
,
nan,O-naf
nankg,O-tons_of_he
dropped,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
b17,O-mds
dummy,O
,
unit:,O-naf
nan,I-naf
dept:,O-takeoff_base
nan,I-takeoff_base
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
marseilles,I-tgt_location
desig:,O-mds
b17,I-mds
dummy,O
,
nan,O-naf
bl:,O-tons_of_he
nan,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
marseilles,I-tgt_location
dummy,O
,
nan,O-naf
payload:,O-tons_of_he
23.0kg,I-tons_of_he
during,O-takeoff_base
target,O-tgt_location
schweinfurt,I-tgt_location
b17,O-mds
dummy,O
,
payload:,O-tons_of_he
53.0kg,I-tons_of_he
tloc:,O-tgt_location
schweinfurt,I-tgt_location
dt:,O-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
to,O-tgt_location
schweinfurt,I-tgt_location
bearings,O-tgt_industry
mfg.,I-tgt_industry
plants,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
53.0kg,O-tons_of_he
dropped,I-tons_of_he
bearings,O-tgt_industry
mfg.,I-tgt_industry
plants,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
bl:,O-tons_of_he
nan,I-tons_of_he
nan,O-takeoff_base
trgt,O-tgt_location
salon,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
b17,O-mds
dummy,O
,
bl:,O-tons_of_he
nan,I-tons_of_he
during,O-takeoff_base
tloc:,O-tgt_location
salon,I-tgt_location
dt:,O-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
nan,O-naf
dept:,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
salon,I-tgt_location
on,O-msndate
1943-08-17,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
nan,O-naf
bl:,O-tons_of_he
nan,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
date,O-msndate
1943-08-17,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
trgt,O-tgt_location
salon,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1943-08-17,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
nan,O-naf
tloc:,O-tgt_location
salon,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
b17,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
nankg,O-tons_of_he
dropped,I-tons_of_he
nan,O-takeoff_base
tloc:,O-tgt_location
salon,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
desig:,O-mds
b17,I-mds
dummy,O
,
during,O-takeoff_base
trgt,O-tgt_location
salon,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
nan,O-naf
bl:,O-tons_of_he
nan,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
salon,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1943-08-17,I-msndate
b17,O-mds
dummy,O
,
nan,O-naf
bl:,O-tons_of_he
nan,I-tons_of_he
during,O-takeoff_base
target,O-tgt_location
salon,I-tgt_location
on,O-msndate
1943-08-17,I-msndate
dummy,O
,
nankg,O-tons_of_he
dropped,I-tons_of_he
nan,O-takeoff_base
to,O-tgt_location
marseilles,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
b17,O-mds
dummy,O
,
payload:,O-tons_of_he
nankg,I-tons_of_he
during,O-takeoff_base
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
dummy,O
,
unit,O-naf
nan,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
during,O-takeoff_base
to,O-tgt_location
marseilles,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
desig:,O-mds
b17,I-mds
dummy,O
,
50.0kg,O-tons_of_he
dropped,I-tons_of_he
during,O-takeoff_base
to,O-tgt_location
schweinfurt,I-tgt_location
bearings,O-tgt_industry
mfg.,I-tgt_industry
plants,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
dummy,O
,
unit,O-naf
nan,I-naf
payload:,O-tons_of_he
50.0kg,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
bearings,I-tgt_industry
mfg.,I-tgt_industry
plants,I-tgt_industry
desig:,O-mds
b17,I-mds
dummy,O
,
nan,O-naf
nankg,O-tons_of_he
dropped,I-tons_of_he
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit,O-naf
nan,I-naf
bl:,O-tons_of_he
nan,I-tons_of_he
during,O-takeoff_base
to,O-tgt_location
marseilles,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-17,I-msndate
dummy,O
,
unit,O-naf
nan,I-naf
at,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
marseilles,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
b17,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
marseilles,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1943-08-17,I-msndate
dummy,O
,
nan,O-naf
during,O-takeoff_base
to,O-tgt_location
marseilles,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1943-08-17,I-msndate
b17,O-mds
dummy,O
,
nan,O-takeoff_base
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit,O-naf
nan,I-naf
nan,O-takeoff_base
trgt,O-tgt_location
bremen,I-tgt_location
oil,O-tgt_industry
refineries,I-tgt_industry
on,O-msndate
1944-07-29,I-msndate
desig:,O-mds
b24,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
dept:,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
bremen,I-tgt_location
desig:,O-mds
b24,I-mds
dummy,O
,
bl:,O-tons_of_he
72.0,I-tons_of_he
tloc:,O-tgt_location
bremen,I-tgt_location
type:,O-tgt_industry
oil,I-tgt_industry
refineries,I-tgt_industry
on,O-msndate
1944-07-29,I-msndate
desig:,O-mds
b24,I-mds
dummy,O
,
72.0kg,O-tons_of_he
dropped,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
to,O-tgt_location
bremen,I-tgt_location
type:,O-tgt_industry
oil,I-tgt_industry
refineries,I-tgt_industry
b24,O-mds
dummy,O
,
30.0kg,O-tons_of_he
dropped,I-tons_of_he
nan,O-takeoff_base
to,O-tgt_location
laon,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
dummy,O
,
33.0kg,O-tons_of_he
dropped,I-tons_of_he
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
b24,O-mds
dummy,O
,
30.0kg,O-tons_of_he
dropped,I-tons_of_he
nan,O-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
b24,O-mds
dummy,O
,
bl:,O-tons_of_he
33.0,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
laon,I-tgt_location
on,O-msndate
1944-07-29,I-msndate
dummy,O
,
payload:,O-tons_of_he
30.0kg,I-tons_of_he
nan,O-takeoff_base
target,O-tgt_location
laon,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
dummy,O
,
nan,O-naf
bl:,O-tons_of_he
33.0,I-tons_of_he
nan,O-takeoff_base
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
b24,O-mds
dummy,O
,
nan,O-naf
payload:,O-tons_of_he
90.0kg,I-tons_of_he
nan,O-takeoff_base
trgt,O-tgt_location
bremen,I-tgt_location
b24,O-mds
dummy,O
,
payload:,O-tons_of_he
90.0kg,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
bremen,I-tgt_location
on,O-msndate
1944-07-29,I-msndate
dummy,O
,
payload:,O-tons_of_he
36.0kg,I-tons_of_he
during,O-takeoff_base
tloc:,O-tgt_location
bremen,I-tgt_location
dt:,O-msndate
b24,O-mds
dummy,O
,
at,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
bremen,I-tgt_location
oil,O-tgt_industry
refineries,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
b24,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
bl:,O-tons_of_he
33.0,I-tons_of_he
tloc:,O-tgt_location
laon,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
b24,O-mds
dummy,O
,
unit:,O-naf
nan,I-naf
to,O-tgt_location
laon,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
b24,O-mds
dummy,O
,
bl:,O-tons_of_he
33.0,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
b24,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
bl:,O-tons_of_he
68.0,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
oil,I-tgt_industry
refineries,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
desig:,O-mds
b24,I-mds
dummy,O
,
dept:,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
bremen,I-tgt_location
type:,O-tgt_industry
oil,I-tgt_industry
refineries,I-tgt_industry
b24,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
bl:,O-tons_of_he
24.0,I-tons_of_he
nan,O-takeoff_base
to,O-tgt_location
juzennecourt,I-tgt_location
date,O-msndate
1944-07-29,I-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
at,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
juzennecourt,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1944-07-29,I-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
during,O-takeoff_base
tloc:,O-tgt_location
juzennecourt,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
dummy,O
,
payload:,O-tons_of_he
41.0kg,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
juzennecourt,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
dummy,O
,
nan,O-naf
bl:,O-tons_of_he
41.0,I-tons_of_he
trgt,O-tgt_location
juzennecourt,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
dummy,O
,
bl:,O-tons_of_he
41.0,I-tons_of_he
trgt,O-tgt_location
juzennecourt,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
b24,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
3.0kg,O-tons_of_he
dropped,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
desig:,O-mds
b24,I-mds
dummy,O
,
unit,O-naf
nan,I-naf
during,O-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dummy,O
,
payload:,O-tons_of_he
3.0kg,I-tons_of_he
trgt,O-tgt_location
juzennecourt,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
dummy,O
,
payload:,O-tons_of_he
2.0kg,I-tons_of_he
target,O-tgt_location
aachen,I-tgt_location
type:,O-tgt_industry
cities,I-tgt_industry
towns,I-tgt_industry
and,I-tgt_industry
urban,I-tgt_industry
areas,I-tgt_industry
lgt,O-mds
dummy,O
,
payload:,O-tons_of_he
3.0kg,I-tons_of_he
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
dummy,O
,
nan,O-naf
payload:,O-tons_of_he
3.0kg,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1944-07-29,I-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
bl:,O-tons_of_he
3.0,I-tons_of_he
nan,O-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
b17,O-mds
dummy,O
,
bl:,O-tons_of_he
12.0,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
bremen,I-tgt_location
oil,O-tgt_industry
refineries,I-tgt_industry
dt:,O-msndate
dummy,O
,
nan,O-naf
bl:,O-tons_of_he
9.0,I-tons_of_he
trgt,O-tgt_location
bremen,I-tgt_location
type:,O-tgt_industry
oil,I-tgt_industry
refineries,I-tgt_industry
on,O-msndate
1944-07-29,I-msndate
dummy,O
,
nan,O-naf
payload:,O-tons_of_he
57.0kg,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
oil,I-tgt_industry
refineries,I-tgt_industry
dt:,O-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
6.0kg,O-tons_of_he
dropped,I-tons_of_he
type:,O-tgt_industry
oil,I-tgt_industry
refineries,I-tgt_industry
dt:,O-msndate
desig:,O-mds
b24,I-mds
dummy,O
,
bl:,O-tons_of_he
5.0,I-tons_of_he
nan,O-takeoff_base
tloc:,O-tgt_location
bremen,I-tgt_location
on,O-msndate
1944-07-29,I-msndate
desig:,O-mds
b24,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
payload:,O-tons_of_he
2.0kg,I-tons_of_he
oil,O-tgt_industry
refineries,I-tgt_industry
b24,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
payload:,O-tons_of_he
1.0kg,I-tons_of_he
nan,O-takeoff_base
trgt,O-tgt_location
bremen,I-tgt_location
on,O-msndate
1944-07-29,I-msndate
desig:,O-mds
b24,I-mds
dummy,O
,
unit,O-naf
nan,I-naf
to,O-tgt_location
bremen,I-tgt_location
desig:,O-mds
b24,I-mds
dummy,O
,
payload:,O-tons_of_he
9.0kg,I-tons_of_he
nan,O-takeoff_base
oil,O-tgt_industry
refineries,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
payload:,O-tons_of_he
57.0kg,I-tons_of_he
nan,O-takeoff_base
oil,O-tgt_industry
refineries,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
desig:,O-mds
b24,I-mds
dummy,O
,
unit,O-naf
nan,I-naf
payload:,O-tons_of_he
6.0kg,I-tons_of_he
nan,O-takeoff_base
to,O-tgt_location
bremen,I-tgt_location
on,O-msndate
1944-07-29,I-msndate
b24,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
at,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
oil,I-tgt_industry
refineries,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
desig:,O-mds
b24,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
payload:,O-tons_of_he
2.0kg,I-tons_of_he
to,O-tgt_location
bremen,I-tgt_location
on,O-msndate
1944-07-29,I-msndate
b24,O-mds
dummy,O
,
unit:,O-naf
nan,I-naf
bl:,O-tons_of_he
1.0,I-tons_of_he
during,O-takeoff_base
target,O-tgt_location
bremen,I-tgt_location
type:,O-tgt_industry
oil,I-tgt_industry
refineries,I-tgt_industry
desig:,O-mds
b24,I-mds
dummy,O
,
272.0kg,O-tons_of_he
dropped,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
to,O-tgt_location
foret,I-tgt_location
de,I-tgt_location
nieppe,I-tgt_location
cities,O-tgt_industry
towns,I-tgt_industry
and,I-tgt_industry
urban,I-tgt_industry
areas,I-tgt_industry
hvy,O-mds
dummy,O
,
raf,O-naf
during,O-takeoff_base
date,O-msndate
1944-07-29,I-msndate
desig:,O-mds
lgt,I-mds
dummy,O
,
raf,O-naf
payload:,O-tons_of_he
28.0kg,I-tons_of_he
trgt,O-tgt_location
joigny,I-tgt_location
r.r.,O-tgt_industry
manufacturing,I-tgt_industry
works,I-tgt_industry
and,I-tgt_industry
roundhouses,I-tgt_industry
date,O-msndate
1944-07-29,I-msndate
dummy,O
,
raf,O-naf
payload:,O-tons_of_he
38.0kg,I-tons_of_he
trgt,O-tgt_location
joigny,I-tgt_location
type:,O-tgt_industry
r.r.,I-tgt_industry
manufacturing,I-tgt_industry
works,I-tgt_industry
and,I-tgt_industry
roundhouses,I-tgt_industry
on,O-msndate
1944-07-29,I-msndate
hvy,O-mds
dummy,O
,
unit:,O-naf
raf,I-naf
payload:,O-tons_of_he
95.0kg,I-tons_of_he
nan,O-takeoff_base
type:,O-tgt_industry
r.r.,I-tgt_industry
manufacturing,I-tgt_industry
works,I-tgt_industry
and,I-tgt_industry
roundhouses,I-tgt_industry
dt:,O-msndate
dummy,O
,
payload:,O-tons_of_he
28.0kg,I-tons_of_he
nan,O-takeoff_base
r.r.,O-tgt_industry
manufacturing,I-tgt_industry
works,I-tgt_industry
